레코드 수,고객 세그먼트,고객명,고객번호,고유 ID,국가,매출,배송 방법,배송 일자,수량,수익,시군구,시도,제품 대분류,제품 중분류,제품 코드,제품명,주문 번호,주문 일자,지역,할인율
1,기업 고객,손찬우,DJ-13420,9564,대한민국,52846.2,표준 배송,2017. 9. 18.,2,-18268.2,서구,대구광역시,사무용품,종이,OFF-PA-10003878,"Enermax Cards & Envelopes, Premium",ID-2014-44607,2017. 9. 14.,영남,0.45
1,기업 고객,정찬경,JM-15655,10628,대한민국,29559.6,표준 배송,2018. 2. 9.,2,2937.6,달서구,대구광역시,사무용품,필기구,OFF-AR-10001612,"Boston Pens, Easy-Erase",IN-2015-85977,2018. 2. 4.,영남,0
1,기업 고객,서수빈,SS-20140,5701,대한민국,631155.6,표준 배송,2015. 6. 27.,2,265057.2,금정구,부산광역시,사무용품,가전,OFF-AP-10003800,"Hoover Microwave, Silver",IN-2012-40141,2015. 6. 23.,영남,0
1,기업 고객,차보민,RS-19765,7166,대한민국,17809.2,표준 배송,2018. 4. 8.,2,6181.2,부산진구,부산광역시,사무용품,라벨,OFF-LA-10003435,"Harbour Creations File Folder Labels, Laser Printer Compatible",IN-2015-52958,2018. 4. 4.,영남,0
1,기업 고객,김예성,TH-21115,4926,대한민국,13525.2,표준 배송,2015. 4. 11.,2,1162.8,부산진구,부산광역시,사무용품,라벨,OFF-LA-10000219,"Harbour Creations File Folder Labels, Adjustable",IN-2012-55037,2015. 4. 6.,영남,0
1,기업 고객,차정혁,AH-10075,10166,대한민국,99878.4,표준 배송,2015. 10. 13.,2,1958.4,동구,부산광역시,사무용품,바인더,OFF-BI-10002533,"Wilson Jones Binding Machine, Economy",IN-2012-82708,2015. 10. 8.,영남,0
1,기업 고객,전두환,AC-10615,8379,대한민국,17074.8,표준 배송,2017. 6. 23.,2,673.2,사상구,부산광역시,사무용품,바인더,OFF-BI-10004483,"Ibico Index Tab, Clear",IN-2014-28094,2017. 6. 19.,영남,0
1,기업 고객,서수빈,SS-20140,8808,대한민국,9883.8,표준 배송,2018. 6. 29.,2,1132.2,금정구,부산광역시,사무용품,바인더,OFF-BI-10000168,"Cardinal Hole Reinforcements, Recycled",IN-2015-23159,2018. 6. 24.,영남,0.15
1,기업 고객,성혜원,GZ-14545,10732,대한민국,62938.08,표준 배송,2017. 7. 31.,2,-1077.12,강서구,부산광역시,사무용품,바인더,OFF-BI-10003240,"Ibico Binding Machine, Economy",ID-2014-86915,2017. 7. 26.,영남,0.4
1,기업 고객,정진민,SV-20815,2234,대한민국,53060.4,표준 배송,2015. 8. 24.,2,22766.4,연제구,부산광역시,사무용품,봉투,OFF-EN-10003391,"Jiffy Manila Envelope, Set of 50",IN-2012-28451,2015. 8. 20.,영남,0
1,기업 고객,차범재,BG-11695,8736,대한민국,25981.236,표준 배송,2018. 10. 29.,2,-518.364000000,사하구,부산광역시,사무용품,봉투,OFF-EN-10002090,"Kraft Peel and Seal, with clear poly window",IN-2015-22557,2018. 10. 24.,영남,0.47
1,기업 고객,조정헌,GB-14530,7012,대한민국,35343,표준 배송,2017. 1. 21.,2,-16983,북구,부산광역시,사무용품,봉투,OFF-EN-10000645,"Ames Mailers, Recycled",ID-2014-20527,2017. 1. 16.,영남,0.5
1,기업 고객,서수빈,SS-20140,4936,대한민국,124848,표준 배송,2016. 12. 21.,2,36169.2,금정구,부산광역시,사무용품,수납용품,OFF-ST-10003907,"Rogers Shelving, Wire Frame",ID-2013-66055,2016. 12. 17.,영남,0
1,기업 고객,차범재,BG-11695,4967,대한민국,34639.2,표준 배송,2016. 5. 6.,2,10710,사하구,부산광역시,사무용품,수납용품,OFF-ST-10000016,"Eldon Folders, Blue",IN-2013-33470,2016. 5. 1.,영남,0
1,기업 고객,성혜원,GZ-14545,5567,대한민국,335101.212,표준 배송,2016. 4. 12.,2,-60617.988,강서구,부산광역시,사무용품,수납용품,OFF-ST-10004830,"Eldon Lockers, Blue",ID-2013-32098,2016. 4. 6.,영남,0.17
1,기업 고객,정진민,SV-20815,6350,대한민국,98103.6,표준 배송,2017. 3. 20.,2,37270.8,연제구,부산광역시,사무용품,일반 사무용품,OFF-SU-10003834,"Stiletto Shears, High Speed",IN-2014-77437,2017. 3. 16.,영남,0
1,기업 고객,차정혁,AH-10075,9823,대한민국,64058.04,표준 배송,2015. 8. 29.,2,4265.64,동구,부산광역시,사무용품,일반 사무용품,OFF-SU-10001535,"Elite Box Cutter, High Speed",IN-2012-71060,2015. 8. 24.,영남,0.1
1,기업 고객,차정혁,AH-10075,1429,대한민국,69217.2,표준 배송,2016. 7. 26.,2,0,동구,부산광역시,사무용품,종이,OFF-PA-10001835,"SanDisk Computer Printout Paper, 8.5 x 11",IN-2013-13037,2016. 7. 20.,영남,0
1,기업 고객,김예성,TH-21115,1725,대한민국,47980.8,표준 배송,2016. 8. 9.,2,17748,부산진구,부산광역시,사무용품,필기구,OFF-AR-10001073,"Sanford Markers, Easy-Erase",IN-2013-64424,2016. 8. 3.,영남,0
1,기업 고객,전두환,AC-10615,8378,대한민국,29008.8,표준 배송,2017. 6. 23.,2,0,사상구,부산광역시,사무용품,필기구,OFF-AR-10002260,"Boston Pens, Blue",IN-2014-28094,2017. 6. 19.,영남,0
1,기업 고객,차범재,BG-11695,4965,대한민국,59731.2,표준 배송,2016. 5. 6.,2,21481.2,사하구,부산광역시,사무용품,필기구,OFF-AR-10000513,"BIC Pencil Sharpener, Easy-Erase",IN-2013-33470,2016. 5. 1.,영남,0
1,기업 고객,차범재,BG-11695,4966,대한민국,34700.4,표준 배송,2016. 5. 6.,2,11444.4,사하구,부산광역시,사무용품,필기구,OFF-AR-10000249,"Sanford Highlighters, Fluorescent",IN-2013-33470,2016. 5. 1.,영남,0
1,기업 고객,양은준,CM-11815,8027,대한민국,15422.4,표준 배송,2015. 9. 14.,2,2019.6,남구,울산광역시,사무용품,라벨,OFF-LA-10003807,"Smead Removable Labels, Adjustable",IN-2012-74427,2015. 9. 10.,영남,0.1
1,기업 고객,송소율,CA-11965,10765,대한민국,13806.72,표준 배송,2015. 12. 18.,2,1566.72,울주군,울산광역시,사무용품,라벨,OFF-LA-10000483,"Harbour Creations Shipping Labels, Alphabetical",IN-2012-85872,2015. 12. 11.,영남,0.4
1,기업 고객,한민철,KN-16390,9922,대한민국,11848.32,표준 배송,2017. 4. 4.,2,-5410.08,남구,울산광역시,사무용품,라벨,OFF-LA-10001731,"Avery Removable Labels, Alphabetical",ID-2014-26092,2017. 3. 28.,영남,0.45
1,기업 고객,원태우,MC-17425,8385,대한민국,11612.088,표준 배송,2016. 10. 24.,2,-1362.312,동구,울산광역시,사무용품,라벨,OFF-LA-10004756,"Avery Removable Labels, Laser Printer Compatible",ID-2013-63899,2016. 10. 20.,영남,0.47
1,기업 고객,강택수,EH-13765,9411,대한민국,25214.4,표준 배송,2017. 8. 11.,2,10832.4,북구,울산광역시,사무용품,바인더,OFF-BI-10002594,"Cardinal Binder Covers, Recycled",IN-2014-17566,2017. 8. 5.,영남,0
1,기업 고객,원태우,MC-17425,8587,대한민국,27429.84,표준 배송,2016. 7. 21.,2,11273.04,동구,울산광역시,사무용품,바인더,OFF-BI-10000928,"Ibico Binder, Clear",IN-2013-78305,2016. 7. 16.,영남,0.1
1,기업 고객,민효신,SG-20890,3264,대한민국,53538.984,표준 배송,2017. 6. 12.,2,-10353.816,중구,울산광역시,사무용품,바인더,OFF-BI-10004098,"Acco 3-Hole Punch, Durable",ID-2014-72243,2017. 6. 7.,영남,0.17
1,기업 고객,김병철,TB-21175,10774,대한민국,101653.2,표준 배송,2015. 8. 24.,2,45716.4,울주군,울산광역시,사무용품,봉투,OFF-EN-10003733,"Cameo Interoffice Envelope, Security-Tint",IN-2012-85718,2015. 8. 19.,영남,0
1,기업 고객,송소율,CA-11965,2657,대한민국,88072.92,표준 배송,2018. 9. 28.,2,33237.72,울주군,울산광역시,사무용품,수납용품,OFF-ST-10004464,"Eldon Trays, Blue",IN-2015-26253,2018. 9. 23.,영남,0.1
1,기업 고객,원태우,MC-17425,6541,대한민국,30844.8,표준 배송,2017. 3. 8.,2,673.200000000,동구,울산광역시,사무용품,종이,OFF-PA-10004326,"Enermax Parchment Paper, Multicolor",IN-2014-28227,2017. 3. 2.,영남,0.1
1,기업 고객,민희준,MM-18280,5239,대한민국,56016.36,표준 배송,2015. 12. 2.,2,-6224.04,울주군,울산광역시,사무용품,종이,OFF-PA-10003252,"Xerox Note Cards, 8.5 x 11",ID-2012-67301,2015. 11. 26.,영남,0.1
1,기업 고객,양은준,CM-11815,1897,대한민국,14855.688,표준 배송,2015. 10. 23.,2,-566.712000000,남구,울산광역시,사무용품,종이,OFF-PA-10003906,"Eaton Memo Slips, Premium",ID-2012-43347,2015. 10. 19.,영남,0.47
1,기업 고객,이동인,BN-11470,4126,대한민국,27540,표준 배송,2018. 7. 8.,2,2754,남구,울산광역시,사무용품,파스너,OFF-FA-10004705,"OIC Thumb Tacks, 12 Pack",IN-2015-41786,2018. 7. 4.,영남,0
1,기업 고객,최중민,RW-19630,6977,대한민국,295596,표준 배송,2016. 5. 16.,3,20655,함안군,경상남도,사무용품,가전,OFF-AP-10002226,"Hoover Blender, Black",IN-2013-46259,2016. 5. 12.,영남,0
1,기업 고객,차주엽,DR-12880,8374,대한민국,44431.2,표준 배송,2016. 2. 24.,3,12852,남해군,경상남도,사무용품,바인더,OFF-BI-10002190,"Wilson Jones Binder, Durable",IN-2013-67595,2016. 2. 19.,영남,0
1,기업 고객,손예준,MZ-17515,2793,대한민국,75965.418,표준 배송,2017. 8. 31.,3,12807.018,합천군,경상남도,사무용품,바인더,OFF-BI-10001028,"Ibico 3-Hole Punch, Clear",ID-2014-19309,2017. 8. 24.,영남,0.17
1,기업 고객,최이슬,KN-16450,3371,대한민국,80814.294,표준 배송,2016. 9. 27.,3,-3090.906,사천시,경상남도,사무용품,봉투,OFF-EN-10002472,"Cameo Interoffice Envelope, Security-Tint",IN-2013-34905,2016. 9. 21.,영남,0.47
1,기업 고객,차주엽,DR-12880,8373,대한민국,86842.8,표준 배송,2016. 2. 24.,3,5140.8,남해군,경상남도,사무용품,종이,OFF-PA-10003390,"Enermax Computer Printout Paper, Recycled",IN-2013-67595,2016. 2. 19.,영남,0
1,기업 고객,최이슬,KN-16450,8347,대한민국,24051.6,표준 배송,2018. 4. 19.,3,5508,사천시,경상남도,사무용품,파스너,OFF-FA-10003615,"Stockwell Staples, Assorted Sizes",IN-2015-34128,2018. 4. 15.,영남,0
1,기업 고객,손소진,MF-18250,6171,대한민국,864480.6,표준 배송,2016. 8. 26.,3,198747,김천시,경상북도,사무용품,가전,OFF-AP-10002537,"Hamilton Beach Microwave, Red",IN-2013-44390,2016. 8. 22.,영남,0
1,기업 고객,허종수,GT-14635,7461,대한민국,1268782.488,표준 배송,2015. 4. 27.,3,-137593.512,영덕군,경상북도,사무용품,가전,OFF-AP-10001621,"Hamilton Beach Refrigerator, Black",ID-2012-50991,2015. 4. 23.,영남,0.17
1,기업 고객,최주린,YS-21880,6204,대한민국,32221.8,표준 배송,2018. 5. 18.,3,5416.2,구미시,경상북도,사무용품,바인더,OFF-BI-10001399,"Avery Binder Covers, Clear",IN-2015-27954,2018. 5. 12.,영남,0
1,기업 고객,남아람,KC-16675,9442,대한민국,23317.2,표준 배송,2018. 10. 19.,3,7619.4,의성군,경상북도,사무용품,바인더,OFF-BI-10000348,"Cardinal Index Tab, Durable",IN-2015-42556,2018. 10. 14.,영남,0
1,기업 고객,현은영,SC-20695,3260,대한민국,59050.35,표준 배송,2017. 7. 22.,3,2134.35,상주시,경상북도,사무용품,수납용품,OFF-ST-10004703,"Tenex Folders, Single Width",ID-2014-49136,2017. 7. 18.,영남,0.17
1,기업 고객,현은영,SC-20695,3259,대한민국,137758.752,표준 배송,2017. 7. 22.,3,41460.552,상주시,경상북도,사무용품,수납용품,OFF-ST-10002161,"Tenex Trays, Single Width",ID-2014-49136,2017. 7. 18.,영남,0.17
1,기업 고객,나정진,RA-19885,7244,대한민국,75367.8,표준 배송,2018. 2. 4.,3,7527.6,경산시,경상북도,사무용품,일반 사무용품,OFF-SU-10004575,"Fiskars Letter Opener, Steel",IN-2015-27303,2018. 1. 31.,영남,0
1,기업 고객,남아람,KC-16675,9441,대한민국,152112.6,표준 배송,2018. 10. 19.,3,48654,의성군,경상북도,사무용품,일반 사무용품,OFF-SU-10001762,"Stiletto Shears, Easy Grip",IN-2015-42556,2018. 10. 14.,영남,0
1,기업 고객,윤선호,AC-10420,1358,대한민국,121120.92,표준 배송,2016. 7. 2.,3,-2717.28,군위군,경상북도,사무용품,일반 사무용품,OFF-SU-10003803,"Acme Trimmer, Steel",ID-2013-54911,2016. 6. 27.,영남,0.1
1,기업 고객,남아람,KC-16675,2636,대한민국,54529.2,표준 배송,2017. 1. 2.,3,19920.6,의성군,경상북도,사무용품,종이,OFF-PA-10004943,"Enermax Memo Slips, 8.5 x 11",ID-2015-17517,2018. 12. 29.,영남,0.1
1,기업 고객,차준석,BB-11545,3304,대한민국,30624.48,표준 배송,2018. 1. 25.,3,-15826.32,문경시,경상북도,사무용품,종이,OFF-PA-10004994,"Green Bar Parchment Paper, Premium",ID-2015-64242,2018. 1. 19.,영남,0.4
1,기업 고객,신혜은,NG-18355,2702,대한민국,34057.8,표준 배송,2017. 8. 20.,3,2295,포항시,경상북도,사무용품,파스너,OFF-FA-10003962,"Accos Thumb Tacks, Assorted Sizes",IN-2014-14437,2017. 8. 13.,영남,0
1,기업 고객,류정미,MH-17440,5931,대한민국,30360.096,표준 배송,2016. 3. 29.,3,-12051.504,울진군,경상북도,사무용품,파스너,OFF-FA-10001072,"Advantus Clamps, 12 Pack",ID-2013-33505,2016. 3. 24.,영남,0.47
1,기업 고객,손소진,MF-18250,1604,대한민국,131510.844,표준 배송,2015. 9. 13.,3,-9585.756,김천시,경상북도,사무용품,필기구,OFF-AR-10002417,"Boston Sketch Pad, Water Color",IN-2012-69443,2015. 9. 9.,영남,0.17
1,기업 고객,윤선호,AC-10420,3534,대한민국,19135.71,표준 배송,2016. 10. 14.,3,-9046.89,군위군,경상북도,사무용품,필기구,OFF-AR-10004148,"Sanford Pens, Easy-Erase",ID-2013-28689,2016. 10. 9.,영남,0.45
1,기업 고객,손수혁,JG-15310,6863,대한민국,189291.6,표준 배송,2018. 6. 19.,3,60496.2,달성군,대구광역시,사무용품,가전,OFF-AP-10004972,"Breville Coffee Grinder, Red",IN-2015-64074,2018. 6. 15.,영남,0
1,기업 고객,현주석,AJ-10795,1408,대한민국,34792.2,표준 배송,2018. 5. 12.,3,17350.2,수성구,대구광역시,사무용품,라벨,OFF-LA-10003141,"Hon Shipping Labels, Laser Printer Compatible",IN-2015-14227,2018. 5. 8.,영남,0
1,기업 고객,정찬경,JM-15655,5474,대한민국,19663.56,표준 배송,2018. 6. 4.,3,6719.76,달서구,대구광역시,사무용품,라벨,OFF-LA-10001185,"Harbour Creations Round Labels, 5000 Label Set",IN-2015-65439,2018. 5. 30.,영남,0.1
1,기업 고객,한수혜,FH-14365,1581,대한민국,20599.92,표준 배송,2018. 9. 3.,3,-10153.08,수성구,대구광역시,사무용품,라벨,OFF-LA-10002139,"Novimex Color Coded Labels, Alphabetical",ID-2015-16474,2018. 8. 29.,영남,0.45
1,기업 고객,장주연,RP-19270,1433,대한민국,24111.27,표준 배송,2017. 11. 8.,3,2813.67,남구,대구광역시,사무용품,바인더,OFF-BI-10002792,"Ibico Index Tab, Durable",IN-2014-31083,2017. 11. 2.,영남,0.15
1,기업 고객,손찬우,DJ-13420,3421,대한민국,56089.8,표준 배송,2017. 1. 14.,3,4406.4,서구,대구광역시,사무용품,일반 사무용품,OFF-SU-10000178,"Acme Ruler, Easy Grip",IN-2014-77766,2017. 1. 8.,영남,0
1,기업 고객,장주연,RP-19270,8457,대한민국,70938.45,표준 배송,2018. 11. 20.,3,-3878.550000000,남구,대구광역시,사무용품,일반 사무용품,OFF-SU-10002566,"Stiletto Trimmer, Steel",ID-2015-33827,2018. 11. 14.,영남,0.45
1,기업 고객,정찬경,JM-15655,4192,대한민국,43302.06,표준 배송,2018. 5. 27.,3,1624.860000000,달서구,대구광역시,사무용품,일반 사무용품,OFF-SU-10001731,"Elite Letter Opener, High Speed",IN-2015-22536,2018. 5. 22.,영남,0.47
1,기업 고객,최경구,JS-15595,9333,대한민국,17807.364,표준 배송,2016. 1. 7.,3,-9457.236,남구,대구광역시,사무용품,파스너,OFF-FA-10001521,"Stockwell Thumb Tacks, Assorted Sizes",ID-2013-39903,2016. 1. 3.,영남,0.47
1,기업 고객,조정헌,GB-14530,3999,대한민국,234732.6,표준 배송,2016. 9. 17.,3,16340.4,북구,부산광역시,사무용품,가전,OFF-AP-10003007,"Breville Toaster, Red",IN-2013-38951,2016. 9. 13.,영남,0
1,기업 고객,김예성,TH-21115,9192,대한민국,84520.26,표준 배송,2016. 1. 18.,3,-59972.94,부산진구,부산광역시,사무용품,봉투,OFF-EN-10002924,"GlobeWeis Interoffice Envelope, Security-Tint",ID-2013-39595,2016. 1. 14.,영남,0.45
1,기업 고객,전두환,AC-10615,6642,대한민국,143397.108,표준 배송,2016. 6. 8.,3,-6971.292,사상구,부산광역시,사무용품,수납용품,OFF-ST-10001124,"Fellowes Trays, Wire Frame",ID-2013-14157,2016. 6. 3.,영남,0.17
1,기업 고객,성혜원,GZ-14545,5433,대한민국,129465.54,표준 배송,2015. 9. 29.,3,14348.34,강서구,부산광역시,사무용품,일반 사무용품,OFF-SU-10003723,"Elite Shears, High Speed",IN-2012-50305,2015. 9. 24.,영남,0.1
1,기업 고객,김예성,TH-21115,4675,대한민국,60395.22,표준 배송,2016. 10. 7.,3,8711.82,부산진구,부산광역시,사무용품,일반 사무용품,OFF-SU-10002306,"Elite Scissors, Steel",IN-2013-77430,2016. 10. 2.,영남,0.1
1,기업 고객,조정헌,GB-14530,5633,대한민국,33231.6,표준 배송,2016. 10. 14.,3,11291.4,북구,부산광역시,사무용품,파스너,OFF-FA-10002360,"Advantus Staples, Bulk Pack",IN-2013-56857,2016. 10. 9.,영남,0
1,기업 고객,조정헌,GB-14530,5635,대한민국,43054.2,표준 배송,2016. 10. 14.,3,11566.8,북구,부산광역시,사무용품,파스너,OFF-FA-10004523,"OIC Thumb Tacks, Bulk Pack",IN-2013-56857,2016. 10. 9.,영남,0
1,기업 고객,김예성,TH-21115,8169,대한민국,38005.2,표준 배송,2017. 1. 22.,3,5416.2,부산진구,부산광역시,사무용품,파스너,OFF-FA-10002635,"Accos Thumb Tacks, Metal",IN-2014-55891,2017. 1. 17.,영남,0.1
1,기업 고객,전두환,AC-10615,4386,대한민국,31478.22,표준 배송,2015. 7. 6.,3,4856.22,사상구,부산광역시,사무용품,파스너,OFF-FA-10001304,"Stockwell Push Pins, Assorted Sizes",IN-2012-63808,2015. 6. 29.,영남,0.1
1,기업 고객,김예성,TH-21115,4925,대한민국,77662.8,표준 배송,2015. 4. 11.,3,14688,부산진구,부산광역시,사무용품,필기구,OFF-AR-10002340,"Stanley Markers, Water Color",IN-2012-55037,2015. 4. 6.,영남,0
1,기업 고객,차범재,BG-11695,5521,대한민국,123586.668,표준 배송,2018. 1. 14.,3,7367.868,사하구,부산광역시,사무용품,필기구,OFF-AR-10003110,"Sanford Sketch Pad, Water Color",ID-2015-44271,2018. 1. 9.,영남,0.17
1,기업 고객,서주철,KH-16330,3805,대한민국,24327,표준 배송,2017. 7. 14.,3,4314.6,북구,울산광역시,사무용품,바인더,OFF-BI-10000305,"Wilson Jones Index Tab, Durable",IN-2014-64452,2017. 7. 9.,영남,0
1,기업 고객,강택수,EH-13765,9975,대한민국,49572,표준 배송,2017. 5. 23.,3,-4957.200000000,북구,울산광역시,사무용품,봉투,OFF-EN-10003455,"Cameo Manila Envelope, Set of 50",ID-2014-71704,2017. 5. 17.,영남,0.4
1,기업 고객,원태우,MC-17425,8384,대한민국,24716.232,표준 배송,2016. 10. 24.,3,-15400.368,동구,울산광역시,사무용품,봉투,OFF-EN-10001528,"Kraft Business Envelopes, Recycled",ID-2013-63899,2016. 10. 20.,영남,0.47
1,기업 고객,양은준,CM-11815,8028,대한민국,156730.14,표준 배송,2015. 9. 14.,3,64379.34,남구,울산광역시,사무용품,수납용품,OFF-ST-10004365,"Fellowes Shelving, Wire Frame",IN-2012-74427,2015. 9. 10.,영남,0.1
1,기업 고객,서주철,KH-16330,2880,대한민국,48118.806,표준 배송,2016. 8. 9.,3,-17334.594,북구,울산광역시,사무용품,종이,OFF-PA-10004335,"Green Bar Computer Printout Paper, Recycled",IN-2013-30943,2016. 8. 4.,영남,0.47
1,기업 고객,한민철,KN-16390,6063,대한민국,38005.2,표준 배송,2018. 6. 11.,3,5416.2,남구,울산광역시,사무용품,파스너,OFF-FA-10002635,"Accos Thumb Tacks, Metal",IN-2015-35423,2018. 6. 6.,영남,0.1
1,기업 고객,백보정,TH-21235,5426,대한민국,68987.7,표준 배송,2015. 9. 28.,3,18314.1,동구,울산광역시,사무용품,필기구,OFF-AR-10002236,"Stanley Pencil Sharpener, Water Color",IN-2012-73419,2015. 9. 21.,영남,0.1
1,기업 고객,현유희,JW-15220,7408,대한민국,21787.2,표준 배송,2018. 7. 2.,4,7588.8,의령군,경상남도,사무용품,바인더,OFF-BI-10002301,"Cardinal Hole Reinforcements, Economy",IN-2015-22907,2018. 6. 26.,영남,0
1,기업 고객,최중민,RW-19630,5516,대한민국,186726.096,표준 배송,2017. 9. 19.,4,31400.496,함안군,경상남도,사무용품,수납용품,OFF-ST-10004228,"Tenex Shelving, Industrial",IN-2014-57186,2017. 9. 13.,영남,0.17
1,기업 고객,차준석,BB-11545,5381,대한민국,144529.92,표준 배송,2015. 10. 18.,4,19192.32,문경시,경상북도,사무용품,가전,OFF-AP-10000904,"Cuisinart Coffee Grinder, Silver",IN-2012-39091,2015. 10. 14.,영남,0.1
1,기업 고객,현은영,SC-20695,3251,대한민국,1923136.56,표준 배송,2015. 12. 13.,4,671841.36,상주시,경상북도,사무용품,가전,OFF-AP-10003568,"Hoover Stove, Black",IN-2012-15788,2015. 12. 7.,영남,0.17
1,기업 고객,허종수,GT-14635,1230,대한민국,1107903.6,표준 배송,2016. 10. 22.,4,-376808.4,영덕군,경상북도,사무용품,가전,OFF-AP-10001322,"Hamilton Beach Stove, Silver",ID-2013-47085,2016. 10. 18.,영남,0.5
1,기업 고객,손소진,MF-18250,2905,대한민국,53856,표준 배송,2016. 12. 21.,4,17136,김천시,경상북도,사무용품,라벨,OFF-LA-10002180,"Hon Color Coded Labels, 5000 Label Set",IN-2013-16845,2016. 12. 16.,영남,0
1,기업 고객,최주현,AG-10300,7349,대한민국,47038.32,표준 배송,2015. 7. 30.,4,11909.52,영주시,경상북도,사무용품,라벨,OFF-LA-10000370,"Hon Color Coded Labels, Laser Printer Compatible",IN-2012-18203,2015. 7. 26.,영남,0.1
1,기업 고객,조성민,BP-11185,7607,대한민국,27700.344,표준 배송,2018. 11. 29.,4,-7428.456,봉화군,경상북도,사무용품,라벨,OFF-LA-10000370,"Hon Color Coded Labels, Laser Printer Compatible",ID-2015-15774,2018. 11. 25.,영남,0.47
1,기업 고객,류동엽,MF-17665,6331,대한민국,19721.088,표준 배송,2015. 3. 30.,4,-2310.912,안동시,경상북도,사무용품,라벨,OFF-LA-10004877,"Avery File Folder Labels, Laser Printer Compatible",ID-2012-49031,2015. 3. 26.,영남,0.47
1,기업 고객,이윤수,BS-11380,8829,대한민국,46193.76,표준 배송,2018. 7. 29.,4,-73.440000000,영주시,경상북도,사무용품,바인더,OFF-BI-10000854,"Acco Binder Covers, Economy",ID-2015-56220,2018. 7. 23.,영남,0.15
1,기업 고객,손소진,MF-18250,2903,대한민국,78948,표준 배송,2016. 12. 21.,4,734.4,김천시,경상북도,사무용품,봉투,OFF-EN-10001029,"Cameo Business Envelopes, Recycled",IN-2013-16845,2016. 12. 16.,영남,0
1,기업 고객,허종수,GT-14635,8791,대한민국,86475.6,표준 배송,2017. 12. 3.,4,22093.2,영덕군,경상북도,사무용품,봉투,OFF-EN-10000657,"Jiffy Peel and Seal, with clear poly window",IN-2014-54428,2017. 11. 29.,영남,0.1
1,기업 고객,윤선호,AC-10420,9128,대한민국,125337.6,표준 배송,2018. 5. 30.,4,37576.8,군위군,경상북도,사무용품,수납용품,OFF-ST-10004019,"Rogers Folders, Single Width",IN-2015-51684,2018. 5. 26.,영남,0
1,기업 고객,현은영,SC-20695,2424,대한민국,253612.8,표준 배송,2017. 5. 13.,4,111506.4,상주시,경상북도,사무용품,수납용품,OFF-ST-10001290,"Rogers Shelving, Single Width",IN-2014-79390,2017. 5. 8.,영남,0
1,기업 고객,류동엽,MF-17665,10845,대한민국,120588.48,표준 배송,2018. 5. 11.,4,-38286.72,안동시,경상북도,사무용품,일반 사무용품,OFF-SU-10002135,"Fiskars Shears, Easy Grip",ID-2015-83198,2018. 5. 4.,영남,0.4
1,기업 고객,신혜은,NG-18355,2701,대한민국,48470.4,표준 배송,2017. 8. 20.,4,19828.8,포항시,경상북도,사무용품,파스너,OFF-FA-10003218,"Advantus Push Pins, Assorted Sizes",IN-2014-14437,2017. 8. 13.,영남,0
1,기업 고객,차준석,BB-11545,3305,대한민국,25043.04,표준 배송,2018. 1. 25.,4,-14614.56,문경시,경상북도,사무용품,파스너,OFF-FA-10004606,"Stockwell Staples, 12 Pack",ID-2015-64242,2018. 1. 19.,영남,0.4
1,기업 고객,이윤수,BS-11380,2960,대한민국,22899.816,표준 배송,2016. 11. 4.,4,-11249.784,영주시,경상북도,사무용품,파스너,OFF-FA-10002058,"Stockwell Thumb Tacks, Assorted Sizes",ID-2013-48639,2016. 10. 31.,영남,0.47
1,기업 고객,류정미,MH-17440,7635,대한민국,199634.4,표준 배송,2018. 11. 30.,4,31824,울진군,경상북도,사무용품,필기구,OFF-AR-10002256,"BIC Sketch Pad, Easy-Erase",IN-2015-32406,2018. 11. 26.,영남,0
1,기업 고객,현은영,SC-20695,8922,대한민국,22644,표준 배송,2015. 12. 3.,4,-14565.6,상주시,경상북도,사무용품,필기구,OFF-AR-10001922,"Sanford Pens, Blue",ID-2012-65152,2015. 11. 29.,영남,0.5
1,기업 고객,손수혁,JG-15310,9067,대한민국,33292.8,표준 배송,2016. 10. 24.,4,3549.6,달성군,대구광역시,사무용품,라벨,OFF-LA-10001930,"Hon Removable Labels, Adjustable",IN-2013-49983,2016. 10. 18.,영남,0
1,기업 고객,한수혜,FH-14365,9859,대한민국,24125.04,표준 배송,2017. 8. 21.,4,-110.16,수성구,대구광역시,사무용품,라벨,OFF-LA-10004918,"Harbour Creations Round Labels, Alphabetical",ID-2014-32980,2017. 8. 17.,영남,0.1
1,기업 고객,장주연,RP-19270,2081,대한민국,10281.6,표준 배송,2015. 4. 6.,4,-9302.4,남구,대구광역시,사무용품,라벨,OFF-LA-10001764,"Avery Round Labels, Adjustable",ID-2012-77192,2015. 4. 2.,영남,0.5
1,기업 고객,장주연,RP-19270,8458,대한민국,109596.96,표준 배송,2018. 11. 20.,4,-33978.24,남구,대구광역시,사무용품,봉투,OFF-EN-10001976,"Jiffy Interoffice Envelope, Security-Tint",ID-2015-33827,2018. 11. 14.,영남,0.45
1,기업 고객,정찬경,JM-15655,2067,대한민국,69278.4,표준 배송,2017. 10. 6.,4,10281.6,달서구,대구광역시,사무용품,수납용품,OFF-ST-10003017,"Tenex Box, Industrial",IN-2014-52734,2017. 10. 2.,영남,0
1,기업 고객,정찬경,JM-15655,10111,대한민국,73440,표준 배송,2017. 9. 1.,4,1224,달서구,대구광역시,사무용품,일반 사무용품,OFF-SU-10000272,"Stiletto Letter Opener, Easy Grip",IN-2014-81616,2017. 8. 28.,영남,0.4
